"ncbi_id","ncbi_gs","ncbi_gs_synonyms","ncbi_name","pathway_kegg","pathway_reactome","pathway_wiki"
"3101","HK3","HKIII;HXK3;HK3","hexokinase 3","hsa00010;hsa00051;hsa00052;hsa00500;hsa00520;hsa00524;hsa04066;hsa04910;hsa04973;hsa05230;hsa05131;hsa04930","R-HSA-6798695;R-HSA-70171","WP5380;WP4018;WP500;WP534;WP5355;WP4290;WP4141;WP5394"
"3098","HK1","HK;HK1-ta;HK1-tb;HK1-tc;HKD;HKI;HMSNR;HXK1;NEDVIBA;NMSR;RP79;hexokinase;HK1","hexokinase 1","hsa00010;hsa00051;hsa00052;hsa00500;hsa00520;hsa00524;hsa04066;hsa04910;hsa04973;hsa05230;hsa05131;hsa04930","R-HSA-70171;R-HSA-5619056","WP4629;WP4628;WP4018;WP1946;WP5178;WP5211;WP698;WP500;WP534;WP5049;WP5314;WP5355;WP5220;WP3614;WP5394"
"3099","HK2","HKII;HXK2;HK2","hexokinase 2","hsa00010;hsa00051;hsa00052;hsa00500;hsa00520;hsa00524;hsa04066;hsa04910;hsa04973;hsa05230;hsa05131;hsa04930","R-HSA-70171","WP4018;WP500;WP534;WP5353;WP5355;WP5220;WP5394;WP5216"
"80201","HKDC1","RP92;HKDC1","hexokinase domain containing 1","hsa00010;hsa00051;hsa00052;hsa00500;hsa00520;hsa00524;hsa04066;hsa04910;hsa04973;hsa05230;hsa05131;hsa04930","R-HSA-70171","WP500"
"2645","GCK","FGQTL3;GK;GLK;HHF3;HK4;HKIV;HXKP;LGLK;MODY2;PNDM1;GCK","glucokinase","hsa00010;hsa00052;hsa00500;hsa00520;hsa00524;hsa04911;hsa04910;hsa04922;hsa04917;hsa05230;hsa04930;hsa04950","R-HSA-70171;R-HSA-170822;R-HSA-5619107;R-HSA-9615017;R-HSA-210745;R-HSA-5619073","WP5111;WP534;WP5355;WP5312;WP706;WP5394"
"2821","GPI","AMF;GNPI;NLK;PGI;PHI;SA-36;SA36;GPI","glucose-6-phosphate isomerase","hsa00010;hsa00030;hsa00500;hsa00520","R-HSA-6798695;R-HSA-5628897;R-HSA-70171;R-HSA-70263","WP4629;WP4628;WP4018;WP1946;WP5178;WP534;WP5355;WP5312;WP4290;WP5220;WP5153;WP5394"
"5213","PFKM","ATP-PFK;GSD7;PFK-1;PFK-A;PFK1;PFKA;PFKX;PPP1R122;PFKM","phosphofructokinase, muscle","hsa00010;hsa00030;hsa00051;hsa00052;hsa03018;hsa04066;hsa04152;hsa04922;hsa04919;hsa05230","R-HSA-70171","WP4629;WP4628;WP4018;WP534;WP481;WP5355"
"5214","PFKP","ATP-PFK;PFK-C;PFK-P;PFKF;PFKP","phosphofructokinase, platelet","hsa00010;hsa00030;hsa00051;hsa00052;hsa03018;hsa04066;hsa04152;hsa04922;hsa04919;hsa05230","R-HSA-70171","WP4018;WP1946;WP5211;WP534;WP5355"
"5211","PFKL","ATP-PFK;PFK-B;PFK-L;PFKL","phosphofructokinase, liver type","hsa00010;hsa00030;hsa00051;hsa00052;hsa03018;hsa04066;hsa04152;hsa04922;hsa04919;hsa05230","R-HSA-6798695;R-HSA-70171","WP4018;WP5178;WP534;WP481;WP5355;WP4290;WP5220;WP3614"
"2203","FBP1","FBP;FBP1","fructose-bisphosphatase 1","hsa00010;hsa00030;hsa00051;hsa04152;hsa04910;hsa04922","R-HSA-70263","WP3915;WP5178;WP534;WP5355;WP5216"
"8789","FBP2","CORLK;FBP2","fructose-bisphosphatase 2","hsa00010;hsa00030;hsa00051;hsa04152;hsa04910;hsa04922","R-HSA-70263","WP534;WP5355"
"230","ALDOC","ALDC;ALDOC","aldolase, fructose-bisphosphate C","hsa00010;hsa00030;hsa00051;hsa04066","R-HSA-6798695;R-HSA-70171;R-HSA-70263","WP4018;WP534;WP5049;WP5355"
"226","ALDOA","ALDA;GSD12;HEL-S-87p;ALDOA","aldolase, fructose-bisphosphate A","hsa00010;hsa00030;hsa00051;hsa04066","R-HSA-114608;R-HSA-6798695;R-HSA-70171;R-HSA-70263","WP4949;WP4629;WP4628;WP4018;WP1946;WP534;WP5355;WP706;WP3888"
"229","ALDOB","ALDB;ALDO2;ALDOB","aldolase, fructose-bisphosphate B","hsa00010;hsa00030;hsa00051;hsa04066","R-HSA-70171;R-HSA-70350;R-HSA-70263;R-HSA-5657560","WP4018;WP5178;WP534;WP5355;WP4290;WP690"
"7167","TPI1","HEL-S-49;TIM;TPI;TPID;TPI1","triosephosphate isomerase 1","hsa00010;hsa00051;hsa00562","R-HSA-70171;R-HSA-70263","WP4629;WP4628;WP4018;WP1946;WP5178;WP143;WP534;WP2456;WP5355"
"2597","GAPDH","G3PD;GAPD;HEL-S-162eP;GAPDH","glyceraldehyde-3-phosphate dehydrogenase","hsa00010;hsa04066;hsa05130;hsa05132;hsa05010;hsa05415","R-HSA-70171;R-HSA-70263","WP4932;WP4629;WP4628;WP5124;WP2059;WP4018;WP1946;WP534;WP5049;WP2456;WP5355;WP4290;WP5294;WP706;WP3888"
"26330","GAPDHS","GAPD2;GAPDH-2;GAPDS;HEL-S-278;HSD-35;GAPDHS","glyceraldehyde-3-phosphate dehydrogenase, spermatogenic","hsa00010","R-HSA-70171;R-HSA-390471;R-HSA-70263",""
"5232","PGK2","HEL-S-272;PGKB;PGKPS;dJ417L20.2;PGK2","phosphoglycerate kinase 2","hsa00010;hsa04066","R-HSA-70171;R-HSA-70263","WP4018;WP1946;WP534;WP5355"
"5230","PGK1","HEL-S-68p;MIG10;PGKA;PGK1","phosphoglycerate kinase 1","hsa00010;hsa04066","R-HSA-70171;R-HSA-70263;R-HSA-9636667","WP4629;WP4628;WP4018;WP1946;WP534;WP5049;WP5355;WP4290;WP5433;WP3614;WP3888;WP5216"
"5223","PGAM1","HEL-S-35;PGAM-B;PGAMA;PGAM1","phosphoglycerate mutase 1","hsa00010;hsa00260;hsa04922;hsa05230","R-HSA-6798695;R-HSA-70171;R-HSA-70263","WP1946;WP534;WP5355;WP4290;WP5216"
"5224","PGAM2","GSD10;PGAM-M;PGAMM;PGAM2","phosphoglycerate mutase 2","hsa00010;hsa00260;hsa04922;hsa05230","R-HSA-70171;R-HSA-70263","WP4629;WP4628;WP534;WP5355"
"441531","PGAM4","PGAM-B;PGAM1;PGAM3;dJ1000K24.1;PGAM4","phosphoglycerate mutase family member 4","hsa00010;hsa00260;hsa04922;hsa05230","",""
"2027","ENO3","GSD13;MSE;ENO3","enolase 3","hsa00010;hsa03018;hsa04066;hsa04820","R-HSA-70171;R-HSA-70263","WP4018;WP534;WP5355"
"2026","ENO2","HEL-S-279;NSE;ENO2","enolase 2","hsa00010;hsa03018;hsa04066;hsa04820","R-HSA-70171;R-HSA-70263","WP4018;WP534;WP5355"
"2023","ENO1","ENO1-IT1;ENO1L1;HEL-S-17;MPB1;NNE;PPH;ENO1","enolase 1","hsa00010;hsa03018;hsa04066;hsa04820","R-HSA-70171;R-HSA-70263;R-HSA-9636667","WP4629;WP4628;WP4018;WP534;WP5049;WP5355;WP4290"
"387712","ENO4","C10orf134;ENOS;ENO4","enolase 4","hsa00010","R-HSA-70171;R-HSA-70263",""
"5315","PKM","CTHBP;HEL-S-30;OIP3;PK3;PKM2;TCB;THBP1;p58;PKM","pyruvate kinase M1/2","hsa00010;hsa00620;hsa04922;hsa05203;hsa05230;hsa05165;hsa04930","R-HSA-6798695;R-HSA-70171;R-HSA-9861718;R-HSA-70268","WP4629;WP4628;WP3925;WP4018;WP5211;WP534;WP5049;WP5355;WP4290;WP5220;WP5433;WP4936;WP3614"
"5313","PKLR","PK1;PKL;PKRL;RPK;PKLR","pyruvate kinase L/R","hsa00010;hsa00620;hsa04910;hsa04930;hsa04950;hsa04932","R-HSA-70171;R-HSA-163765;R-HSA-70268;R-HSA-210745;R-HSA-9692914","WP4932;WP4018;WP534;WP5355;WP4396"
"5161","PDHA2","PDHAL;SPGF70;PDHA2","pyruvate dehydrogenase E1 subunit alpha 2","hsa00010;hsa00020;hsa00620;hsa00785;hsa04066;hsa04922;hsa05230;hsa05415","R-HSA-5362517;R-HSA-204174;R-HSA-9861559","WP528;WP4206"
"5160","PDHA1","E1alpha;PDHA;PDHAD;PDHCE1A;PHE1A;PDHA1","pyruvate dehydrogenase E1 subunit alpha 1","hsa00010;hsa00020;hsa00620;hsa00785;hsa04066;hsa04922;hsa05230;hsa05415","R-HSA-9837999;R-HSA-5362517;R-HSA-204174;R-HSA-9861559","WP528;WP3925;WP534;WP4206;WP3965;WP5355;WP4290;WP5220;WP5083;WP4141;WP3614;WP2453;WP5050;WP4297"
"5162","PDHB","E1beta;PDHBD;PDHE1-B;PDHE1B;PHE1B;PDHB","pyruvate dehydrogenase E1 subunit beta","hsa00010;hsa00020;hsa00620;hsa00785;hsa04066;hsa04922;hsa05230;hsa05415","R-HSA-9837999;R-HSA-5362517;R-HSA-204174;R-HSA-9861559","WP4206;WP4290;WP5220;WP5094"
"1737","DLAT","DLTA;E2;PBC;PDC-E2;PDCE2;DLAT","dihydrolipoamide S-acetyltransferase","hsa00010;hsa00020;hsa00620;hsa00785","R-HSA-9857492;R-HSA-5362517;R-HSA-204174;R-HSA-9861559","WP534;WP5355;WP5220;WP5083;WP3591;WP2453"
"1738","DLD","DLDD;DLDH;E3;GCSL;LAD;OGDC-E3;PHE3;DLD","dihydrolipoamide dehydrogenase","hsa00010;hsa00020;hsa00620;hsa00630;hsa00640;hsa00260;hsa00280;hsa00310;hsa00380;hsa00785","R-HSA-71064;R-HSA-70895;R-HSA-9837999;R-HSA-5362517;R-HSA-204174;R-HSA-9861559;R-HSA-6783984;R-HSA-9853506","WP5352;WP4932;WP3925;WP143;WP5028;WP534;WP4686;WP5355;WP5220;WP5083;WP78;WP2453;WP465"
"160287","LDHAL6A","LDH6A;LDHAL6A","lactate dehydrogenase A like 6A","hsa00010;hsa00620;hsa00640;hsa00270;hsa04066;hsa04922;hsa05230","R-HSA-70268",""
"92483","LDHAL6B","LDH6B;LDHAL6;LDHL;LDHAL6B","lactate dehydrogenase A like 6B","hsa00010;hsa00620;hsa00640;hsa00270;hsa04066;hsa04922;hsa05230","R-HSA-70268","WP534;WP5355"
"3939","LDHA","GSD11;HEL-S-133P;LDHM;PIG19;LDHA","lactate dehydrogenase A","hsa00010;hsa00620;hsa00640;hsa00270;hsa04066;hsa04922;hsa05230","R-HSA-9861718;R-HSA-70268","WP4629;WP4628;WP3925;WP4018;WP1946;WP5211;WP534;WP5049;WP5166;WP2456;WP4206;WP4236;WP5314;WP5353;WP5355;WP5312;WP4290;WP5220;WP4141;WP3614;WP5381;WP3888;WP5216"
"3945","LDHB","HEL-S-281;LDH-B;LDH-H;LDHBD;TRG-5;LDHB","lactate dehydrogenase B","hsa00010;hsa00620;hsa00640;hsa00270;hsa04066;hsa04922;hsa05230","R-HSA-70268","WP4018;WP534;WP4236;WP5314;WP5355;WP4595"
"3948","LDHC","CT32;LDH3;LDHX;LDHC","lactate dehydrogenase C","hsa00010;hsa00620;hsa00640;hsa00270;hsa04066;hsa04922;hsa05230","R-HSA-70268","WP4018;WP534;WP4236;WP5355"
"124","ADH1A","ADH1;ADH1A","alcohol dehydrogenase 1A (class I), alpha polypeptide","hsa00010;hsa00620;hsa00071;hsa00350;hsa00830;hsa00980;hsa00982;hsa04936","R-HSA-5365859;R-HSA-2161541;R-HSA-71384","WP3996;WP206;WP716"
"125","ADH1B","ADH2;HEL-S-117;ADH1B","alcohol dehydrogenase 1B (class I), beta polypeptide","hsa00010;hsa00620;hsa00071;hsa00350;hsa00830;hsa00980;hsa00982;hsa04936","R-HSA-71384","WP3996;WP206"
"126","ADH1C","ADH3;ADH1C","alcohol dehydrogenase 1C (class I), gamma polypeptide","hsa00010;hsa00620;hsa00071;hsa00350;hsa00830;hsa00980;hsa00982;hsa04936","R-HSA-5365859;R-HSA-71384","WP3925;WP3996;WP206"
"131","ADH7","ADH4;ADH7","alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide","hsa00010;hsa00620;hsa00071;hsa00350;hsa00830;hsa00980;hsa00982;hsa04936","R-HSA-71384","WP3925;WP206;WP2884;WP2882"
"127","ADH4","ADH-2;HEL-S-4;ADH4","alcohol dehydrogenase 4 (class II), pi polypeptide","hsa00010;hsa00620;hsa00071;hsa00350;hsa00830;hsa00980;hsa00982;hsa04936","R-HSA-5365859;R-HSA-71384","WP3925;WP206;WP716"
"128","ADH5","ADH-3;ADHX;AMEDS;BMFS7;FALDH;FDH;GSH-FDH;GSNOR;HEL-S-60p;ADH5","alcohol dehydrogenase 5 (class III), chi polypeptide","hsa00010;hsa00620;hsa00071;hsa00350;hsa00830;hsa00980;hsa00982;hsa04936","R-HSA-71384","WP3925;WP1589"
"130","ADH6","ADH-5;ADH6","alcohol dehydrogenase 6 (class V)","hsa00010;hsa00620;hsa00071;hsa00350;hsa00830;hsa00980;hsa00982;hsa04936","R-HSA-71384","WP206"
"10327","AKR1A1","ALDR1;ALR;ARM;DD3;HEL-S-6;AKR1A1","aldo-keto reductase family 1 member A1","hsa00010;hsa00040;hsa00053;hsa00620;hsa00561;hsa05208","R-HSA-156590;R-HSA-5661270","WP5420;WP696;WP702"
"217","ALDH2","ALDH-E2;ALDHI;ALDM;ALDH2","aldehyde dehydrogenase 2 family member","hsa00010;hsa00053;hsa00620;hsa00071;hsa00561;hsa00280;hsa00310;hsa00330;hsa00340;hsa00380;hsa00410;hsa00770;hsa04936","R-HSA-445355;R-HSA-9837999;R-HSA-71384;R-HSA-380612","WP5420;WP3996;WP206;WP4966;WP465"
"224","ALDH3A2","ALDH10;FALDH;SLS;ALDH3A2","aldehyde dehydrogenase 3 family member A2","hsa00010;hsa00053;hsa00620;hsa00071;hsa00561;hsa00280;hsa00310;hsa00330;hsa00340;hsa00380;hsa00410;hsa00770;hsa04936","R-HSA-389599;R-HSA-9603798;R-HSA-9696270;R-HSA-9696273;R-HSA-9609523;R-HSA-9845614","WP4966;WP4549"
"219","ALDH1B1","ALDH5;ALDHX;ALDH1B1","aldehyde dehydrogenase 1 family member B1","hsa00010;hsa00053;hsa00620;hsa00071;hsa00561;hsa00280;hsa00310;hsa00330;hsa00340;hsa00380;hsa00410;hsa00770;hsa04936","R-HSA-9837999;R-HSA-71384",""
"501","ALDH7A1","ATQ1;EPD;PDE;ALDH7A1","aldehyde dehydrogenase 7 family member A1","hsa00010;hsa00053;hsa00620;hsa00071;hsa00561;hsa00260;hsa00280;hsa00310;hsa00330;hsa00340;hsa00380;hsa00410;hsa04936","R-HSA-71064;R-HSA-6798163","WP3925;WP4519;WP5219;WP4288;WP5355;WP4228"
"223","ALDH9A1","ALDH4;ALDH7;ALDH9;E3;TMABA-DH;TMABADH;TMABALDH;ALDH9A1","aldehyde dehydrogenase 9 family member A1","hsa00010;hsa00053;hsa00620;hsa00071;hsa00561;hsa00280;hsa00310;hsa00330;hsa00340;hsa00380;hsa00410;hsa04936","R-HSA-71262","WP5420;WP4966;WP4159;WP5093"
"221","ALDH3B1","ALDH4;ALDH7;ALDH3B1","aldehyde dehydrogenase 3 family member B1","hsa00010;hsa00340;hsa00350;hsa00360;hsa00410;hsa00980;hsa00982","R-HSA-6798695;R-HSA-9845614",""
"222","ALDH3B2","ALDH8;ALDH3B2","aldehyde dehydrogenase 3 family member B2","hsa00010;hsa00340;hsa00350;hsa00360;hsa00410;hsa00980;hsa00982","",""
"218","ALDH3A1","ALDH3;ALDHIII;ALDH3A1","aldehyde dehydrogenase 3 family member A1","hsa00010;hsa00340;hsa00350;hsa00360;hsa00410;hsa00980;hsa00982","R-HSA-211945","WP2873;WP2884;WP2882"
"84532","ACSS1","ACAS2L;ACECS1;AceCS2L;ACSS1","acyl-CoA synthetase short chain family member 1","hsa00010;hsa00620;hsa00630;hsa00640","R-HSA-71384","WP3925;WP5111;WP430;WP1982"
"55902","ACSS2","ACAS2;ACECS;ACS;ACSA;AceCS1;dJ1161H23.1;ACSS2","acyl-CoA synthetase short chain family member 2","hsa00010;hsa00620;hsa00630;hsa00640","R-HSA-2151201;R-HSA-71384","WP521;WP3996;WP143;WP357;WP4966;WP3965"
"130589","GALM","BLOCK25;GALAC4;GLAT;HEL-S-63p;IBD1;GALM","galactose mutarotase","hsa00010;hsa00052","",""
"5236","PGM1","CDG1T;GSD14;PGM1","phosphoglucomutase 1","hsa00010;hsa00030;hsa00052;hsa00500;hsa00520;hsa00230","R-HSA-6798695;R-HSA-70221;R-HSA-70370;R-HSA-3322077;R-HSA-5609974","WP4018;WP5178;WP5173;WP2858;WP698;WP500;WP5312;WP5093;WP5394"
"55276","PGM2","MSTP006;PGM2","phosphoglucomutase 2","hsa00010;hsa00030;hsa00052;hsa00500;hsa00520;hsa00230","R-HSA-6798695;R-HSA-71336","WP4018;WP698"
"2538","G6PC1","G6PC;G6PT;G6Pase;GSD1;GSD1a;G6PC1","glucose-6-phosphatase catalytic subunit 1","hsa00010;hsa00052;hsa00500;hsa04068;hsa04151;hsa04152;hsa04910;hsa04922;hsa04920;hsa04973;hsa04931","R-HSA-9615017;R-HSA-70263;R-HSA-3274531","WP3915;WP710;WP5178;WP534;WP5355;WP4172;WP5381;WP706;WP5216"
"57818","G6PC2","IGRP;G6PC2","glucose-6-phosphatase catalytic subunit 2","hsa00010;hsa00052;hsa00500;hsa04068;hsa04151;hsa04152;hsa04910;hsa04922;hsa04920;hsa04973;hsa04931","R-HSA-70263","WP3925;WP4172"
"92579","G6PC3","SCN4;UGRP;G6PC3","glucose-6-phosphatase catalytic subunit 3","hsa00010;hsa00052;hsa00500;hsa04068;hsa04151;hsa04152;hsa04910;hsa04922;hsa04920;hsa04973;hsa04931","R-HSA-70263;R-HSA-3282872","WP4172"
"83440","ADPGK","2610017G09Rik;ADP-GK;ADPGK","ADP dependent glucokinase","hsa00010","R-HSA-70171",""
"669","BPGM","DPGM;ECYT8;BPGM","bisphosphoglycerate mutase","hsa00010;hsa00260","R-HSA-70171",""
"9562","MINPP1","HIPER1;MINPP2;MIPP;PCH16;MINPP1","multiple inositol-polyphosphate phosphatase 1","hsa00010;hsa00562","R-HSA-1855231",""
"5105","PCK1","PCKDC;PEPCK-C;PEPCK1;PEPCKC;PCK1","phosphoenolpyruvate carboxykinase 1","hsa00010;hsa00020;hsa00620;hsa04068;hsa04151;hsa04152;hsa04910;hsa04922;hsa04920;hsa03320;hsa04964;hsa04931","R-HSA-381340;R-HSA-9632974;R-HSA-9615017;R-HSA-2161541;R-HSA-70263","WP236;WP3925;WP3915;WP2881;WP534;WP5355;WP2882;WP4172;WP3942;WP5381;WP2453"
"5106","PCK2","PEPCK;PEPCK-M;PEPCK2;PCK2","phosphoenolpyruvate carboxykinase 2, mitochondrial","hsa00010;hsa00020;hsa00620;hsa04068;hsa04151;hsa04152;hsa04910;hsa04922;hsa04920;hsa03320;hsa04964;hsa04931","R-HSA-70263","WP236;WP710;WP4236;WP4172;WP3942;WP3599"
"1431","CS","CS","citrate synthase","hsa00020;hsa00630","R-HSA-1268020;R-HSA-71403;R-HSA-9837999;R-HSA-9854311","WP3925;WP4966;WP5220;WP78;WP2453"
"47","ACLY","ACL;ATPCL;CLATP;ACLY","ATP citrate lyase","hsa00020","R-HSA-6798695;R-HSA-163765;R-HSA-75105","WP3925;WP2366;WP4018;WP357;WP5318;WP3965;WP4290;WP5220;WP1982;WP2453"
"50","ACO2","ACONM;HEL-S-284;ICRD;OCA8;OPA9;ACO2","aconitase 2","hsa00020;hsa00630","R-HSA-1268020;R-HSA-71403;R-HSA-9837999;R-HSA-9854311","WP3925;WP4966;WP4290;WP78"
"48","ACO1","ACONS;HEL60;IREB1;IREBP;IREBP1;IRP1;ACO1","aconitase 1","hsa00020;hsa00630","R-HSA-917937;R-HSA-389542","WP2007;WP5355;WP2453"
"3417","IDH1","HEL-216;HEL-S-26;IDCD;IDH;IDP;IDPC;PICD;IDH1","isocitrate dehydrogenase (NADP(+)) 1","hsa00020;hsa00480;hsa04146;hsa05230","R-HSA-6798695;R-HSA-9033241;R-HSA-2978092;R-HSA-389542;R-HSA-9818025","WP3925;WP3585;WP100;WP2453"
"3418","IDH2","D2HGA2;ICD-M;IDH;IDH-2;IDHM;IDP;IDPM;mNADP-IDH;IDH2","isocitrate dehydrogenase (NADP(+)) 2","hsa00020;hsa00480;hsa04146;hsa05230","R-HSA-71403;R-HSA-9837999;R-HSA-2151201;R-HSA-9854311","WP4519;WP3585;WP4290;WP78;WP3888"
"3420","IDH3B","RP46;IDH3B","isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta","hsa00020","R-HSA-71403","WP78"
"3421","IDH3G","H-IDHG;IDH3G","isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma","hsa00020","R-HSA-1268020;R-HSA-71403","WP78"
"3419","IDH3A","RP90;IDH3A","isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha","hsa00020","R-HSA-71403;R-HSA-9837999","WP4290;WP78;WP2453"
"55753","OGDHL","YOBELN;OGDHL","oxoglutarate dehydrogenase L","hsa00020;hsa00785","","WP5352"
"4967","OGDH","AKGDH;E1k;E1o;KGD1;OGDC;OGDH-E1;OGDH2;OGDHD;OGDH","oxoglutarate dehydrogenase","hsa00020;hsa00785","R-HSA-9837999;R-HSA-6783984;R-HSA-9853506","WP4932;WP3925;WP78;WP2453;WP4297"
"1743","DLST","DLTS;KGD2;PGL7;DLST","dihydrolipoamide S-succinyltransferase","hsa00020;hsa00310;hsa00380;hsa00785","R-HSA-71064;R-HSA-9857492;R-HSA-6783984;R-HSA-9853506","WP5352;WP5345;WP4932;WP3925;WP4236;WP4290;WP78;WP2453"
"8802","SUCLG1","GALPHA;MTDPS9;SUCLA1;SUCLG1","succinate-CoA ligase GDP/ADP-forming subunit alpha","hsa00020;hsa00640","R-HSA-71403","WP3925;WP4236;WP78"
"8801","SUCLG2","G-SCS;GBETA;GTPSCS;SUCLG2","succinate-CoA ligase GDP-forming subunit beta","hsa00020;hsa00640","R-HSA-71403;R-HSA-9837999","WP4236;WP4290;WP78;WP2453"
"8803","SUCLA2","A-BETA;A-SCS;LINC00444;MTDPS5;SCS-betaA;SUCLA2","succinate-CoA ligase ADP-forming subunit beta","hsa00020;hsa00640","R-HSA-71403","WP4236;WP78"
"6389","SDHA","CMD1GG;FP;MC2DN1;NDAXOA;PGL5;SDH1;SDH2;SDHF;SDHA","succinate dehydrogenase complex flavoprotein subunit A","hsa00020;hsa00190;hsa04714;hsa05208;hsa05010;hsa05012;hsa05014;hsa05016;hsa05020;hsa05022;hsa05415;hsa04932","R-HSA-611105;R-HSA-71403;R-HSA-9854311","WP3925;WP5233;WP111;WP4920;WP4396;WP78;WP2453"
"6390","SDHB","CWS2;IP;MC2DN4;PGL4;SDH;SDH1;SDH2;SDHIP;SDHB","succinate dehydrogenase complex iron sulfur subunit B","hsa00020;hsa00190;hsa04714;hsa05208;hsa05010;hsa05012;hsa05014;hsa05016;hsa05020;hsa05022;hsa05415;hsa04932","R-HSA-611105;R-HSA-71403;R-HSA-9854311","WP111;WP4290;WP4920;WP4396;WP78"
"6391","SDHC","CYB560;CYBL;PGL3;QPS1;SDH3;SDHC","succinate dehydrogenase complex subunit C","hsa00020;hsa00190;hsa04714;hsa05208;hsa05010;hsa05012;hsa05014;hsa05016;hsa05020;hsa05022;hsa05415;hsa04932","R-HSA-611105;R-HSA-71403;R-HSA-9854311","WP111;WP4920;WP4396;WP78"
"6392","SDHD","CBT1;CII-4;CWS3;MC2DN3;PGL;PGL1;QPs3;SDH4;cybS;SDHD","succinate dehydrogenase complex subunit D","hsa00020;hsa00190;hsa04714;hsa05208;hsa05010;hsa05012;hsa05014;hsa05016;hsa05020;hsa05022;hsa05415;hsa04932","R-HSA-611105;R-HSA-71403;R-HSA-9854311","WP111;WP4920;WP4396;WP78"
"2271","FH","FMRD;HLRCC;HsFH;LRCC;MCL;MCUL1;FH","fumarate hydratase","hsa00020;hsa00620;hsa05200;hsa05211;hsa04934","R-HSA-71403;R-HSA-9837999","WP3925;WP5434;WP4236;WP4290;WP78;WP2453;WP5050;WP4241;WP4595"
"4190","MDH1","DEE88;EIEE88;HEL-S-32;KAR;MDH-s;MDHA;MGC:1375;MOR2;MDH1","malate dehydrogenase 1","hsa00020;hsa00620;hsa00630;hsa00270;hsa04964","R-HSA-9856872","WP3925;WP4018;WP534;WP5426;WP4315;WP5355;WP5220;WP5046;WP1982;WP2453;WP5050;WP4595"
"4191","MDH2","DEE51;EIEE51;M-MDH;MDH;MGC:3559;MOR1;MDH2","malate dehydrogenase 2","hsa00020;hsa00620;hsa00630;hsa00270","R-HSA-71403;R-HSA-9856872;R-HSA-9837999","WP5401;WP3925;WP4519;WP534;WP5355;WP4290;WP5046;WP78;WP4595"
"5091","PC","PCB;PC","pyruvate carboxylase","hsa00020;hsa00620","R-HSA-70268;R-HSA-70263;R-HSA-196780;R-HSA-3371599","WP106;WP3925;WP5031;WP357;WP534;WP5355;WP2453"
"2539","G6PD","G6PD1;G6PD","glucose-6-phosphate dehydrogenase","hsa00030;hsa00480;hsa05230;hsa05415","R-HSA-5628897;R-HSA-9818028;R-HSA-71336","WP3878;WP1946;WP100;WP5049;WP4290;WP5046;WP2884;WP2882;WP134;WP5043;WP692;WP2877;WP4698"
"25796","PGLS","6PGL;HEL-S-304;PGLS","6-phosphogluconolactonase","hsa00030","R-HSA-71336","WP134;WP5043"
"9563","H6PD","CORTRD1;G6PDH;GDH;H6PDH;H6PD","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase","hsa00030","","WP4523"
"5226","PGD","6PGD;PGD","phosphogluconate dehydrogenase","hsa00030;hsa00480","R-HSA-9818028;R-HSA-71336","WP4290;WP2884;WP2882;WP134;WP3888"
"6120","RPE","RPE2-1;RPE","ribulose-5-phosphate-3-epimerase","hsa00030;hsa00040","R-HSA-71336","WP5220;WP134;WP5043"
"729020","RPEL1","RPEL1","ribulose-5-phosphate-3-epimerase like 1","hsa00030;hsa00040","R-HSA-71336",""
"7086","TKT","HEL-S-48;HEL107;SDDHD;TK;TKT1;TKT","transketolase","hsa00030","R-HSA-9818028;R-HSA-71336;R-HSA-163754","WP4290;WP134;WP4297;WP3888"
"84076","TKTL2","TKTL2","transketolase like 2","hsa00030","",""
"8277","TKTL1","TKR;TKT2;TKTL1","transketolase like 1","hsa00030","","WP5283"
"6888","TALDO1","TAL;TAL-H;TALDOR;TALH;TALDO1","transaldolase 1","hsa00030","R-HSA-8950505;R-HSA-9818028;R-HSA-71336;R-HSA-163754;R-HSA-6791055;R-HSA-6791462","WP1946;WP4290;WP134;WP5043"
"22934","RPIA","RPI;RPIAD;RPIA","ribose 5-phosphate isomerase A","hsa00030","R-HSA-5659996;R-HSA-6791461;R-HSA-71336","WP4290;WP5220;WP134;WP5043"
"23729","SHPK","CARKL;SHK;SHPK","sedoheptulokinase","hsa00030","R-HSA-71336",""
"51071","DERA","CGI-26;DEOC;DERA","deoxyribose-phosphate aldolase","hsa00030","R-HSA-6798695;R-HSA-71336","WP5043"
"64080","RBKS","RBSK;RK;RBKS","ribokinase","hsa00030","R-HSA-71336",""
"221823","PRPS1L1","PRPS1;PRPS3;PRPSL;PRS-III;PRPS1L1","phosphoribosyl pyrophosphate synthetase 1 like 1","hsa00030;hsa00230","R-HSA-73843","WP5043"
"5634","PRPS2","PRSII;PRPS2","phosphoribosyl pyrophosphate synthetase 2","hsa00030;hsa00230","R-HSA-73843",""
"5631","PRPS1","ARTS;CMTX5;DFN2;DFNX1;PPRibP;PRS-I;PRSI;PRPS1","phosphoribosyl pyrophosphate synthetase 1","hsa00030;hsa00230","R-HSA-73843","WP5433;WP4792;WP4224"
