"ncbi_id","ncbi_gs","ncbi_gs_synonyms","ncbi_name","pathway_kegg","pathway_reactome","pathway_wiki"
"57817","HAMP","HEPC;HFE2B;LEAP1;PLTR;HAMP","hepcidin antimicrobial peptide","hsa04350","","WP5224;WP4906;WP3924;WP5172;WP2007;WP5362"
"3398","ID2","GIG8;ID2A;ID2H;bHLHb26;ID2","inhibitor of DNA binding 2","hsa04350;hsa04390;hsa04550;hsa05202","R-HSA-9031628","WP2023;WP3594;WP3893;WP3892;WP4239;WP53;WP3596"
"3399","ID3","HEIR-1;bHLHb25;ID3","inhibitor of DNA binding 3","hsa04350;hsa04550","R-HSA-9031628","WP236;WP3594;WP53"
"3400","ID4","IDB4;bHLHb27;ID4","inhibitor of DNA binding 4","hsa04350;hsa04550","R-HSA-9031628;R-HSA-9830364","WP3594;WP2877"
"5933","RBL1","CP107;PRB1;p107;RBL1","RB transcriptional corepressor like 1","hsa04350;hsa04110;hsa04218;hsa05203;hsa05165","R-HSA-1538133;R-HSA-69231;R-HSA-2173796;R-HSA-6804114;R-HSA-1362277;R-HSA-1362300;R-HSA-69205","WP236;WP179;WP5180;WP4767;WP53;WP366"
"1874","E2F4","E2F-4;E2F4","E2F transcription factor 4","hsa04350;hsa04110;hsa04218","R-HSA-69202;R-HSA-69656;R-HSA-1538133;R-HSA-69231;R-HSA-2173796;R-HSA-6804114;R-HSA-1362277;R-HSA-1362300;R-HSA-69205","WP236;WP5202;WP179;WP5180;WP366"
"1875","E2F5","E2F-5;E2F5","E2F transcription factor 5","hsa04350;hsa04110;hsa04218","R-HSA-69202;R-HSA-69656;R-HSA-1538133;R-HSA-69231;R-HSA-2173796;R-HSA-1362277;R-HSA-1362300;R-HSA-69205","WP179;WP5180;WP3527;WP2431;WP366"
"6667","SP1","SP1","Sp1 transcription factor","hsa04350;hsa04137;hsa04915;hsa04928;hsa04927;hsa05200;hsa05202;hsa05231;hsa05224;hsa05163;hsa05016;hsa05017;hsa05415;hsa04934","R-HSA-1989781;R-HSA-2559585;R-HSA-6807505;R-HSA-2173796;R-HSA-9018519;R-HSA-2426168;R-HSA-9735871;R-HSA-9818030;R-HSA-9762293","WP2324;WP236;WP2263;WP138;WP5036;WP4262;WP5434;WP2875;WP3286;WP2355;WP4016;WP437;WP5235;WP2881;WP712;WP4269;WP4659;WP5269;WP5426;WP2112;WP4754;WP3414;WP2034;WP3584;WP391;WP289;WP4341;WP2882;WP408;WP5087;WP28;WP1982;WP706;WP366"
"6498","SKIL","SNO;SnoA;SnoI;SnoN;SKIL","SKI like proto-oncogene","hsa04350;hsa04550","R-HSA-2173795","WP2858;WP3624;WP560;WP4816;WP366;WP4533"
"6497","SKI","SGS;SKV;SKI","SKI proto-oncogene","hsa04350","R-HSA-201451;R-HSA-2173795","WP5345;WP560;WP4816;WP366;WP4533"
"25942","SIN3A","CHR15DELq24;DEL15Q24;WITKOS;SIN3A","SIN3 transcription regulator family member A","hsa04350;hsa04919;hsa05202;hsa05169;hsa05016","R-HSA-983231;R-HSA-3899300;R-HSA-427413;R-HSA-9707564;R-HSA-8936459;R-HSA-400206;R-HSA-9615017;R-HSA-9022699;R-HSA-9022692;R-HSA-9022702;R-HSA-9701898;R-HSA-9824594;R-HSA-9022538","WP5407;WP138;WP3594;WP47;WP3584;WP2446;WP366;WP4533"
"9611","NCOR1","N-CoR;N-CoR1;PPP1R109;TRAC1;hN-CoR;NCOR1","nuclear receptor corepressor 1","hsa04350;hsa04919;hsa05202","R-HSA-1989781;R-HSA-381340;R-HSA-383280;R-HSA-2122947;R-HSA-2644606;R-HSA-2894862;R-HSA-350054;R-HSA-9029569;R-HSA-9623433;R-HSA-9707564;R-HSA-9609690;R-HSA-5617472;R-HSA-400253;R-HSA-3214815;R-HSA-1251985;R-HSA-9707616;R-HSA-2151201;R-HSA-400206;R-HSA-9022692;R-HSA-2173795;R-HSA-9022537;R-HSA-1368071","WP4657;WP236;WP138;WP3594;WP3584;WP61;WP34;WP3651;WP4312"
"7050","TGIF1","HPE4;TGIF;TGIF1","TGFB induced factor homeobox 1","hsa04350","R-HSA-2173796;R-HSA-2173795","WP138;WP560;WP4816;WP366;WP3674"
"60436","TGIF2","TGIF2","TGFB induced factor homeobox 2","hsa04350","R-HSA-2173796;R-HSA-2173795","WP3674"
"1030","CDKN2B","CDK4I;INK4B;MTS2;P15;TP15;p15INK4b;CDKN2B","cyclin dependent kinase inhibitor 2B","hsa04350;hsa04068;hsa04110;hsa04218;hsa05200;hsa05203;hsa05226;hsa05222;hsa05166;hsa04934","R-HSA-2559580;R-HSA-2559582;R-HSA-69231;R-HSA-2559585;R-HSA-2173796","WP5434;WP179;WP45;WP2261;WP1971;WP3998;WP3391;WP4658;WP366;WP2877"
"5308","PITX2","ARP1;ASGD4;Brx1;IDG2;IGDS;IGDS2;IHG2;IRID2;Otlx2;PTX2;RGS;RIEG;RIEG1;RS;PITX2","paired like homeodomain 2","hsa04350","R-HSA-8866906","WP4657;WP3927;WP1591;WP2857"
"286204","CRB2","FSGS9;VMCKD;CRB2","crumbs cell polarity complex component 2","hsa04390","","WP5090"
"23418","CRB1","CRB1-A;CRB1-B;CRB1-C;LCA8;RP12;CRB1","crumbs cell polarity complex component 1","hsa04390","","WP5090"
"10207","PATJ","Cipp;INADL;InaD-like;hINADL;PATJ","PATJ crumbs cell polarity complex component","hsa04390;hsa04530;hsa05165","","WP5090"
"64398","PALS1","MPP5;PALS1","protein associated with LIN7 1, MAGUK p55 family member","hsa04390;hsa04530;hsa05165","R-HSA-420029;R-HSA-9705677;R-HSA-9692912","WP5145;WP5090;WP4239"
"154796","AMOT","AMOT","angiomotin","hsa04390;hsa04530","R-HSA-9762292;R-HSA-2028269","WP5437;WP4541;WP5087;WP3888"
"10413","YAP1","COB1;YAP;YAP-1;YAP2;YAP65;YKI;YAP1","Yes1 associated transcriptional regulator","hsa04390;hsa04392","R-HSA-8940973;R-HSA-9819196;R-HSA-8939236;R-HSA-1251985;R-HSA-2028269;R-HSA-2032785;R-HSA-8951671;R-HSA-9619665;R-HSA-9725554;R-HSA-9796292","WP4352;WP3959;WP5437;WP4970;WP4540;WP4541;WP4537;WP4542;WP4534;WP2857;WP4747;WP5087;WP3303;WP5381;WP366;WP3967"
"25937","WWTR1","TAZ;WWTR1","WW domain containing transcription regulator 1","hsa04390;hsa04392","R-HSA-8940973;R-HSA-2173796;R-HSA-2028269;R-HSA-2032785;R-HSA-8951671;R-HSA-9619665;R-HSA-5578768;R-HSA-2173795","WP236;WP4540;WP4541;WP4537;WP4534;WP5087;WP5381;WP5382"
"8994","LIMD1","LIMD1","LIM domain containing 1","hsa04390;hsa04392","R-HSA-1234176","WP4534;WP5087"
"84962","AJUBA","JUB;AJUBA","ajuba LIM protein","hsa04390;hsa04392","R-HSA-2565942;R-HSA-1234176;R-HSA-5617472","WP4674;WP4541;WP3656;WP5087"
"126374","WTIP","WTIP","WT1 interacting protein","hsa04390;hsa04392","R-HSA-1234176",""
"4771","NF2","ACN;BANF;SCH;SWNV;merlin-1;NF2","NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor","hsa04390;hsa04392;hsa04530","R-HSA-2029482;R-HSA-5627123","WP4906;WP2858;WP4540;WP4541;WP4537;WP4534;WP5087"
"23286","WWC1","HBEBP3;HBEBP36;KIBRA;MEMRYQTL;PPP1R168;WWC1","WW and C2 domain containing 1","hsa04390;hsa04392","R-HSA-9013508;R-HSA-2028269","WP2853;WP5087"
"79981","FRMD1","bA164L23.1;FRMD1","FERM domain containing 1","hsa04390;hsa04392","",""
"122786","FRMD6","C14orf31;EX1;Willin;c14_5320;FRMD6","FERM domain containing 6","hsa04390;hsa04392","",""
"60485","SAV1","SAV;WW45;WWP4;SAV1","salvador family WW domain containing protein 1","hsa04390;hsa04392","R-HSA-2028269","WP4541;WP4537;WP4542;WP4534;WP5087"
"166824","RASSF6","RASSF6","Ras association domain family member 6","hsa04390;hsa04392","","WP5087"
"26524","LATS2","KPM;LATS2","large tumor suppressor kinase 2","hsa04390;hsa04392","R-HSA-2028269","WP5180;WP4239;WP4540;WP4541;WP4537;WP4542;WP5087;WP4533"
"9113","LATS1","WARTS;wts;LATS1","large tumor suppressor kinase 1","hsa04390;hsa04392","R-HSA-2028269","WP3959;WP4540;WP4541;WP4537;WP4542;WP4534;WP2857;WP5087;WP4533"
"55233","MOB1A","C2orf6;MABKL1B;MATS1;MOB1;MOBK1B;MOBKL1B;Mob4B;MOB1A","MOB kinase activator 1A","hsa04390;hsa04392","R-HSA-2028269","WP4542;WP5087"
"92597","MOB1B","MATS2;MOB4A;MOBKL1A;MOB1B","MOB kinase activator 1B","hsa04390;hsa04392","R-HSA-2028269","WP5087"
"7159","TP53BP2","53BP2;ASPP2;BBP;P53BP2;PPP1R13A;TP53BP2","tumor protein p53 binding protein 2","hsa04390","R-HSA-6804759;R-HSA-6803205;R-HSA-6803204;R-HSA-6803211;R-HSA-139915",""
"3993","LLGL2","HGL;Hugl-2;LGL2;LLGL2","LLGL scribble cell polarity complex component 2","hsa04390;hsa04530;hsa05165","","WP5090"
"3996","LLGL1","DLG4;HUGL;HUGL-1;HUGL1;LLGL;Lgl1;Mgl1;LLGL1","LLGL scribble cell polarity complex component 1","hsa04390;hsa04530;hsa05165","","WP5381"
"23513","SCRIB","CRIB1;SCRB1;SCRIB1;Vartul;oSCRIB;SCRIB","scribble planar cell polarity protein","hsa04390;hsa04530;hsa05203;hsa05165","R-HSA-9013148;R-HSA-4608870;R-HSA-9013406;R-HSA-9013409;R-HSA-9696264;R-HSA-9696270","WP5090;WP2032"
"1739","DLG1","DLGH1;SAP-97;SAP97;hdlg;DLG1","discs large MAGUK scaffold protein 1","hsa04390;hsa04530;hsa04660;hsa05203;hsa05166;hsa05165","R-HSA-5673001;R-HSA-8849932;R-HSA-399719;R-HSA-9609736;R-HSA-438066;R-HSA-442982;R-HSA-447038;R-HSA-451308;R-HSA-9617324;R-HSA-9620244","WP4906;WP5420;WP2380;WP5417;WP4875;WP3863"
"1740","DLG2","PPP1R58;PSD-93;PSD93;chapsyn-110;DLG2","discs large MAGUK scaffold protein 2","hsa04390;hsa04530;hsa05165","R-HSA-5673001;R-HSA-9609736;R-HSA-6794361;R-HSA-438066;R-HSA-442982;R-HSA-9617324;R-HSA-9620244","WP5420;WP5417;WP4875;WP5426"
"1741","DLG3","MRX;MRX90;NEDLG;PPP1R82;SAP102;XLID90;XLMR;DLG3","discs large MAGUK scaffold protein 3","hsa04390;hsa04530;hsa05165","R-HSA-5673001;R-HSA-8849932;R-HSA-9609736;R-HSA-6794361;R-HSA-438066;R-HSA-442982;R-HSA-447038;R-HSA-451308;R-HSA-9617324;R-HSA-9620244","WP5420;WP5417"
"1742","DLG4","MRD62;PSD95;SAP-90;SAP90;DLG4","discs large MAGUK scaffold protein 4","hsa04390;hsa04724;hsa05016;hsa05022;hsa05030","R-HSA-5673001;R-HSA-8849932;R-HSA-5625900;R-HSA-399719;R-HSA-5682910;R-HSA-9609736;R-HSA-6794361;R-HSA-1236394;R-HSA-438066;R-HSA-442982;R-HSA-447038;R-HSA-451308;R-HSA-9617324;R-HSA-9620244","WP5420;WP3676;WP5417;WP4549;WP5426;WP4008;WP5398;WP4539"
"9231","DLG5","LP-DLG;P-DLG5;PDLG;DLG5","discs large MAGUK scaffold protein 5","hsa04390","R-HSA-9013420;R-HSA-9013424;R-HSA-9696264;R-HSA-9696270;R-HSA-9696273","WP5420"
"7161","TP73","CILD47;P73;TP73","tumor protein p73","hsa04390;hsa04115;hsa04722;hsa05162","R-HSA-6804759;R-HSA-8939236;R-HSA-6803205;R-HSA-6803204;R-HSA-6803211;R-HSA-139915;R-HSA-6803207","WP2516;WP254;WP3959;WP710;WP4630;WP706;WP1742"
"27113","BBC3","JFY-1;JFY1;PUMA;BBC3","BCL2 binding component 3","hsa04390;hsa04210;hsa04215;hsa04115;hsa05200;hsa05210;hsa05162;hsa05016","R-HSA-111453;R-HSA-9614657;R-HSA-6803204;R-HSA-139915","WP254;WP1772;WP5434;WP4216;WP707;WP710;WP4864;WP1971;WP4630;WP4396;WP3613;WP5087;WP1742;WP4925;WP1530;WP3982;WP4963"
"7003","TEAD1","AA;NTEF-1;REF1;TCF-13;TCF13;TEAD-1;TEF-1;TEAD1","TEA domain transcription factor 1","hsa04390;hsa04392","R-HSA-2032785;R-HSA-8951671;R-HSA-9619665","WP4540;WP4541;WP4537;WP4542;WP4534;WP2857;WP5087;WP4533;WP3967"
"7004","TEAD4","EFTR-2;RTEF1;TCF13L1;TEF-3;TEF3;TEFR-1;hRTEF-1B;TEAD4","TEA domain transcription factor 4","hsa04390;hsa04392","R-HSA-9819196;R-HSA-2032785;R-HSA-8951671;R-HSA-9796292","WP4540;WP4541;WP4537;WP4542;WP4534;WP5087;WP3527;WP4533;WP3888;WP3967"
"7005","TEAD3","DTEF-1;ETFR-1;TEAD-3;TEAD5;TEF-5;TEF5;TEAD3","TEA domain transcription factor 3","hsa04390;hsa04392","R-HSA-2032785;R-HSA-8951671","WP4540;WP4541;WP4537;WP4542;WP4534;WP5087;WP4533;WP3967"
"8463","TEAD2","ETF;TEAD-2;TEF-4;TEF4;TEAD2","TEA domain transcription factor 2","hsa04390;hsa04392","R-HSA-2032785;R-HSA-8951671;R-HSA-9796292","WP4540;WP4541;WP4537;WP4542;WP4534;WP2857;WP5087;WP4533;WP3967"
"1490","CCN2","CTGF;HCS24;IBP-8;IGFBP8;NOV2;CCN2","cellular communication network factor 2","hsa04390;hsa04371","R-HSA-2032785;R-HSA-8951671","WP5356;WP5036;WP4535;WP2840;WP4541;WP3668;WP3624;WP5144;WP4747;WP5373;WP5087;WP5382;WP3888"
"332","BIRC5","API4;EPR-1;BIRC5","baculoviral IAP repeat containing 5","hsa04390;hsa04210;hsa04215;hsa05200;hsa05207;hsa05210;hsa05161","R-HSA-8951664;R-HSA-141444;R-HSA-2467813;R-HSA-2500257;R-HSA-5663220;R-HSA-68877;R-HSA-9648025;R-HSA-6785807;R-HSA-6803205;R-HSA-4615885","WP254;WP1772;WP2864;WP5434;WP4216;WP4300;WP4659;WP5426;WP4666;WP3646;WP2332;WP5115;WP3614;WP3617;WP3303;WP3888"
"174","AFP","AFPD;FETA;HPAFP;AFP","alpha fetoprotein","hsa04390","R-HSA-381426;R-HSA-8957275",""
"5054","SERPINE1","PAI;PAI-1;PAI1;PLANH1;SERPINE1","serpin family E member 1","hsa04390;hsa04371;hsa04066;hsa04115;hsa04218;hsa04610;hsa05142;hsa04933","R-HSA-114608;R-HSA-1368108;R-HSA-2173796;R-HSA-3000178;R-HSA-75205","WP236;WP5356;WP272;WP3594;WP558;WP3896;WP176;WP4659;WP3668;WP5115;WP5424;WP3614;WP5316;WP4969;WP15;WP560;WP4816;WP5382;WP1533;WP3982;WP4963"
"7534","YWHAZ","14-3-3-zeta;HEL-S-3;HEL-S-93;HEL4;KCIP-1;POPCHAS;YWHAD;YWHAZ","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta","hsa04390;hsa04151;hsa04110;hsa04114;hsa05203;hsa05161;hsa05160","R-HSA-111447;R-HSA-5628897;R-HSA-9614399;R-HSA-9755779;R-HSA-392517;R-HSA-9604323;R-HSA-9013700;R-HSA-1445148;R-HSA-5625740;R-HSA-75035;R-HSA-9735871;R-HSA-450604;R-HSA-430116;R-HSA-512988;R-HSA-3769402","WP5376;WP536;WP179;WP4666;WP289;WP2272;WP2037;WP706"
"7529","YWHAB","GW128;HEL-S-1;HS1;KCIP-1;YWHAA;YWHAB","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta","hsa04390;hsa04151;hsa04110;hsa04114;hsa05203;hsa05161;hsa05160","R-HSA-111447;R-HSA-5628897;R-HSA-9614399;R-HSA-9755779;R-HSA-6802952;R-HSA-392517;R-HSA-5674135;R-HSA-6802946;R-HSA-6802948;R-HSA-6802955;R-HSA-9649948;R-HSA-9656223;R-HSA-165159;R-HSA-166208;R-HSA-1445148;R-HSA-5625740;R-HSA-2028269;R-HSA-170968;R-HSA-75035;R-HSA-9735871;R-HSA-5675221;R-HSA-450385;R-HSA-450513;R-HSA-170984;R-HSA-5673000;R-HSA-9726840;R-HSA-9726842","WP5376;WP536;WP179;WP4666;WP286;WP289;WP5087;WP706"
"10971","YWHAQ","14-3-3;1C5;HS1;YWHAQ","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta","hsa04390;hsa04151;hsa04110;hsa04114;hsa05203;hsa05161;hsa05160","R-HSA-111447;R-HSA-5628897;R-HSA-9614399;R-HSA-9755779;R-HSA-1445148;R-HSA-5625740;R-HSA-75035;R-HSA-9735871","WP5376;WP536;WP179;WP4666;WP286;WP4542;WP4534;WP289;WP2272;WP2572;WP706"
"7531","YWHAE","14-3-3E;HEL2;KCIP-1;MDCR;MDS;YWHAE","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon","hsa04390;hsa04151;hsa04110;hsa04114;hsa04621;hsa04722;hsa05203;hsa05160","R-HSA-111447;R-HSA-5628897;R-HSA-8876198;R-HSA-9755779;R-HSA-3371511;R-HSA-8862803;R-HSA-3371453;R-HSA-2565942;R-HSA-380259;R-HSA-380270;R-HSA-380284;R-HSA-380320;R-HSA-5620912;R-HSA-8854518;R-HSA-1445148;R-HSA-5625740;R-HSA-2028269;R-HSA-75035;R-HSA-9735871;R-HSA-205025","WP5376;WP536;WP179;WP289;WP706;WP3888"
"7533","YWHAH","YWHA1;YWHAH","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta","hsa04390;hsa04151;hsa04110;hsa04114;hsa05203;hsa05160","R-HSA-111447;R-HSA-5628897;R-HSA-9755779;R-HSA-1445148;R-HSA-5625740;R-HSA-75035;R-HSA-9735871","WP5376;WP536;WP179;WP289;WP706"
"7532","YWHAG","14-3-3GAMMA;DEE56;EIEE56;PPP1R170;YWHAG","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma","hsa04390;hsa04151;hsa04110;hsa04114;hsa05203;hsa05160","R-HSA-111447;R-HSA-5628897;R-HSA-9614399;R-HSA-9755779;R-HSA-2565942;R-HSA-380259;R-HSA-380270;R-HSA-380284;R-HSA-380320;R-HSA-5620912;R-HSA-8854518;R-HSA-1445148;R-HSA-5625740;R-HSA-75035;R-HSA-9735871","WP5376;WP5401;WP536;WP179;WP4875;WP289;WP2037;WP706;WP5382"
"6657","SOX2","ANOP3;MCOPS3;SOX2","SRY-box transcription factor 2","hsa04390;hsa04550","R-HSA-6785807;R-HSA-9856649;R-HSA-9754189;R-HSA-3769402;R-HSA-9834899;R-HSA-8986944;R-HSA-452723;R-HSA-2892247;R-HSA-9832991;R-HSA-9823739;R-HSA-2892245","WP2406;WP2023;WP5417;WP2855;WP2858;WP2853;WP2840;WP2857;WP3527;WP706;WP399;WP3299"
"6591","SNAI2","SLUG;SLUGH;SLUGH1;SNAIL2;WS2D;SNAI2","snail family transcriptional repressor 2","hsa04390;hsa04520","R-HSA-8943724","WP5055;WP5417;WP4239;WP2880;WP5353;WP5144;WP2064;WP2882;WP3859;WP3967"
"29119","CTNNA3","ARVD13;VR22;CTNNA3","catenin alpha 3","hsa04390;hsa04520;hsa04670;hsa05200;hsa05226;hsa05213;hsa05100;hsa05412","","WP2118;WP5434;WP4155;WP5087"
"1495","CTNNA1","CAP102;MDBS2;MDPT2;CTNNA1","catenin alpha 1","hsa04390;hsa04520;hsa04670;hsa05200;hsa05226;hsa05213;hsa05100;hsa05412","R-HSA-418990;R-HSA-525793;R-HSA-5218920;R-HSA-9833576;R-HSA-9762292;R-HSA-5626467;R-HSA-9764302","WP2864;WP2118;WP5434;WP4155;WP4541;WP4534;WP5087;WP3888;WP4149"
"1496","CTNNA2","CAP-R;CAPR;CDCBM9;CT114;CTNR;CTNNA2","catenin alpha 2","hsa04390;hsa04520;hsa04670;hsa05200;hsa05226;hsa05213;hsa05100;hsa05412","R-HSA-525793","WP2118;WP5434;WP2858;WP4155;WP5087"
"8642","DCHS1","CDH19;CDH25;CDHR6;FIB1;MMVP2;MVP2;PCDH16;VMLDS1;DCHS1","dachsous cadherin-related 1","hsa04392","",""
"54798","DCHS2","CDH27;CDHJ;CDHR7;PCDH23;PCDHJ;DCHS2","dachsous cadherin-related 2","hsa04392","",""
"79633","FAT4","CDHF14;CDHR11;FAT-J;FATJ;HKLLS2;NBLA00548;VMLDS2;FAT4","FAT atypical cadherin 4","hsa04392","","WP5053;WP4830;WP5236"
"9770","RASSF2","CENP-34;RASFADIN;RASSF2","Ras association domain family member 2","hsa04392","","WP5087"
"83937","RASSF4","AD037;RASSF4","Ras association domain family member 4","hsa04392","","WP5087"
"9047","SH2D2A","F2771;SCAP;TSAD;VRAP;SH2D2A","SH2 domain containing 2A","hsa04370","R-HSA-4420097","WP437;WP3888"
"5829","PXN","PXN","paxillin","hsa04370;hsa04510;hsa04810;hsa04670;hsa04062;hsa05205;hsa05203;hsa05170;hsa05163;hsa05165;hsa05131;hsa05135;hsa05100","R-HSA-4420097;R-HSA-445355;R-HSA-8849471;R-HSA-180292;R-HSA-446388;R-HSA-446343","WP4906;WP2263;WP3929;WP306;WP4659;WP5426;WP313;WP185;WP4560;WP2643;WP2374;WP2037;WP3303;WP51;WP3888"
"842","CASP9","APAF-3;APAF3;ICE-LAP6;MCH6;PPP1R56;CASP9","caspase 9","hsa04370;hsa04151;hsa04210;hsa04215;hsa04115;hsa04919;hsa05200;hsa05210;hsa05212;hsa05215;hsa05213;hsa05222;hsa05223;hsa05170;hsa05161;hsa05160;hsa05164;hsa05162;hsa05168;hsa05163;hsa05167;hsa05169;hsa05130;hsa05134;hsa05152;hsa05145;hsa05010;hsa05012;hsa05014;hsa05016;hsa05020;hsa05022;hsa05417;hsa05416","R-HSA-198323;R-HSA-5674400;R-HSA-168638;R-HSA-418889;R-HSA-111458;R-HSA-9627069;R-HSA-111459;R-HSA-111463;R-HSA-111464","WP2324;WP4298;WP5356;WP2328;WP5124;WP2059;WP2447;WP2263;WP254;WP1772;WP384;WP5434;WP4216;WP5090;WP2355;WP3959;WP707;WP5180;WP4155;WP314;WP3932;WP4666;WP3646;WP4864;WP1971;WP4288;WP4630;WP4008;WP2507;WP5115;WP4255;WP1433;WP5094;WP3941;WP4172;WP4263;WP2371;WP5182;WP3303;WP4838;WP4658;WP231;WP4746;WP5158;WP1530;WP3982;WP3981"
"3991","LIPE","AOMS4;FPLD6;HSL;LHS;REH;LIPE","lipase E, hormone sensitive type","hsa04371;hsa04024;hsa04152;hsa04910;hsa04923;hsa04925;hsa04714","R-HSA-163560","WP1403;WP236;WP5102;WP143;WP3932;WP481;WP3965;WP4321;WP325"
"8862","APLN","APEL;XNPEP2;APLN","apelin","hsa04371;hsa04080","R-HSA-418594;R-HSA-375276",""
"100506013","APELA","ELA;Ende;tdl;APELA","apelin receptor early endogenous ligand","hsa04371;hsa04080","",""
"187","APLNR","AGTRL1;APJ;APJR;HG11;APLNR","apelin receptor","hsa04371;hsa04080","R-HSA-418594;R-HSA-375276","WP455"
"3708","ITPR1","ACV;CLA4;INSP3R1;IP3R;IP3R1;PPP1R94;SCA15;SCA16;SCA29;ITPR1","inositol 1,4,5-trisphosphate receptor type 1","hsa04371;hsa04020;hsa04070;hsa04022;hsa04140;hsa04114;hsa04210;hsa04218;hsa04540;hsa04611;hsa04621;hsa04625;hsa04922;hsa04929;hsa04912;hsa04915;hsa04921;hsa04935;hsa04918;hsa04928;hsa04924;hsa04925;hsa04927;hsa04270;hsa04970;hsa04971;hsa04972;hsa04724;hsa04725;hsa04728;hsa04726;hsa04720;hsa04730;hsa04723;hsa04750;hsa04380;hsa04713;hsa05205;hsa05170;hsa05163;hsa05167;hsa05131;hsa05010;hsa05012;hsa05016;hsa05017;hsa05020;hsa05022;hsa05417;hsa04934","R-HSA-5578775;R-HSA-114508;R-HSA-418457;R-HSA-381676;R-HSA-422356;R-HSA-2871809;R-HSA-4086398;R-HSA-9664323;R-HSA-112043;R-HSA-1489509;R-HSA-2029485;R-HSA-5218921;R-HSA-5607763;R-HSA-983695;R-HSA-139853","WP5408;WP5356;WP5124;WP2059;WP536;WP3679;WP4549;WP35;WP4941;WP5360;WP4560;WP289;WP4760;WP4756;WP4481;WP4961;WP722;WP732;WP5098;WP69;WP4786;WP4698"
"3709","ITPR2","ANHD;CFAP48;INSP3R2;IP3R2;ITPR2","inositol 1,4,5-trisphosphate receptor type 2","hsa04371;hsa04020;hsa04070;hsa04022;hsa04114;hsa04210;hsa04218;hsa04540;hsa04611;hsa04621;hsa04625;hsa04922;hsa04929;hsa04912;hsa04915;hsa04921;hsa04935;hsa04918;hsa04928;hsa04924;hsa04925;hsa04927;hsa04270;hsa04970;hsa04971;hsa04972;hsa04724;hsa04725;hsa04728;hsa04726;hsa04720;hsa04730;hsa04723;hsa04750;hsa04380;hsa05205;hsa05170;hsa05163;hsa05167;hsa05131;hsa05010;hsa05012;hsa05017;hsa05020;hsa05022;hsa04934","R-HSA-5578775;R-HSA-114508;R-HSA-381676;R-HSA-422356;R-HSA-2871809;R-HSA-4086398;R-HSA-9664323;R-HSA-112043;R-HSA-1489509;R-HSA-2029485;R-HSA-5218921;R-HSA-5607763;R-HSA-983695;R-HSA-139853","WP5356;WP5124;WP2059;WP536;WP289;WP4756;WP4746;WP4698"
"3710","ITPR3","CMT1J;IP3R;IP3R3;ITPR3","inositol 1,4,5-trisphosphate receptor type 3","hsa04371;hsa04020;hsa04070;hsa04022;hsa04114;hsa04210;hsa04218;hsa04540;hsa04611;hsa04621;hsa04625;hsa04911;hsa04922;hsa04929;hsa04912;hsa04915;hsa04921;hsa04935;hsa04918;hsa04928;hsa04924;hsa04925;hsa04927;hsa04270;hsa04970;hsa04971;hsa04972;hsa04724;hsa04725;hsa04728;hsa04726;hsa04720;hsa04730;hsa04723;hsa04742;hsa04750;hsa04380;hsa04713;hsa05205;hsa05170;hsa05163;hsa05167;hsa05131;hsa05010;hsa05012;hsa05014;hsa05017;hsa05020;hsa05022;hsa04934","R-HSA-5578775;R-HSA-114508;R-HSA-381676;R-HSA-422356;R-HSA-2871809;R-HSA-4086398;R-HSA-9664323;R-HSA-112043;R-HSA-1489509;R-HSA-2029485;R-HSA-5218921;R-HSA-5607763;R-HSA-983695;R-HSA-9717207;R-HSA-139853","WP5356;WP4962;WP5124;WP2059;WP536;WP3958;WP3301;WP289;WP5087;WP4756;WP4698"
"6261","RYR1","CCO;CMYP1A;CMYP1B;KDS;MHS;MHS1;PPP1R137;RYDR;RYR;RYR-1;SKRR;RYR1","ryanodine receptor 1","hsa04371;hsa04020;hsa04921;hsa04730;hsa04713;hsa05017;hsa05020;hsa05022","R-HSA-2672351;R-HSA-5578775","WP5408;WP5343;WP5356;WP4962;WP536;WP3679;WP289"
"6262","RYR2","ARVC2;ARVD2;RYR-2;RyR;VACRDS;VTSIP;RYR2","ryanodine receptor 2","hsa04371;hsa04020;hsa04024;hsa04911;hsa04921;hsa04260;hsa04261;hsa04972;hsa04713;hsa05020;hsa05022;hsa05410;hsa05412;hsa05414;hsa05415","R-HSA-2672351;R-HSA-5578775","WP5408;WP2118;WP536;WP3679;WP4875;WP289;WP706"
"6263","RYR3","CMYP20;RYR-3;RYR3","ryanodine receptor 3","hsa04371;hsa04020;hsa04921;hsa04970;hsa04713;hsa05010;hsa05012;hsa05020;hsa05022","R-HSA-2672351;R-HSA-5578775","WP5124;WP2059;WP536;WP3679;WP3301;WP289;WP4760"
